#Drug	Gene	DrugBankID	SMILES
DB03809	P07900	DB03809	CCCCN1C(CC2=CC=CC(OC)=C2)=NC2=C(N)N=CN=C12
DB00675	P50225	DB00675	NaN
DB04088	P18031	DB04088	COC(=O)C1=C(O)C=CC=C1OCCCCNC(=O)[C@@H](CC1=CC=C(C=C1)N(C(=O)C(O)=O)C1=CC=CC=C1C(O)=O)NC(=O)OCC=C
DB04464	P01008	DB04464	[H][C@@](CCSC)(NC=O)C(O)=O
DB00997	P14550	DB00997	COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O
DB07326	P35968	DB07326	FC(F)(F)C1=CC(NC2=NOC3=C(C(=O)NC4=CN=CN=C4)C(Cl)=CC=C23)=CC=C1
DB00898	P47869	DB00898	CCO
DB01133	P18031	DB01133	NaN
DB06791	P30874	DB06791	[H]N([H])CCCCC1N([H])C(=O)C(CC2=CN([H])C3=CC=CC=C23)N([H])C(=O)C(CC2=CC=C(O)C=C2)N([H])C(=O)C(CSSCC(N([H])C(=O)C(N([H])C1=O)C(C)C)C(=O)N([H])C(C(C)O)C(=O)N([H])[H])N([H])C(=O)C(CC1=CC2=CC=CC=C2C=C1)N([H])[H]
DB01821	P29475	DB01821	NCC[C@@H](NC(=O)[C@@H](N)CCCNC(=N)N[N+]([O-])=O)C(N)=O
DB03059	Q16836	DB03059	CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
DB00421	Q8IZS8	DB00421	[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O
DB02628	P98170	DB02628	[H][C@@](C)(NC)C(=O)N[C@]([H])(C(=O)N1CCC[C@@]1([H])C(=O)N[C@]1([H])CCCC2=C1C=CC=C2)C(C)(C)C
DB00495	O14746	DB00495	CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O
DB00171	P37023	DB00171	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
DB00157	P40939	DB00157	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
DB00114	Q96EN8	DB00114	CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
DB08299	Q07343	DB08299	OC(=O)C1=CC=C(C=C1)C1=NC(C2=CC=CC(=C2)[N+]([O-])=O)=C2N=CC=CC2=C1
DB01159	P08684	DB01159	NaN
DB06892	Q02750	DB06892	[H][C@@]1(F)C(F)=CC=C(C(=O)NOCCO)\C1=N\C1=C(F)C=C(I)C=C1
DB00445	P11388	DB00445	COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O
DB01926	P80188	DB01926	C[C@H]1C[C@H](O)N[C@@H]2CCCCN(O[Fe@@]34O[C@@H](\C=C\CCCCCCC(O)=O)[N@](CCCC[C@H](NC(=O)[C@H]5COC(=N5)C5=CC=CC=C5O3)C(=O)O1)O4)C2=O
DB00773	P11388	DB00773	[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O
DB04659	P09848	DB04659	OC[C@H]1C[C@@H](S\C(=N/OS(O)(=O)=O)CC2=CC=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O
DB00257	P33261	DB00257	NaN
DB00323	P11712	DB00323	CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O
DB00947	P08684	DB00947	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])C2[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)CC2=CC(O)=CC=C12
DB01392	P28223	DB01392	[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2
DB05470	P01375	DB05470	NaN
DB05479	Q01726	DB05479	CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)NC(CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O
DB00966	P33261	DB00966	CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O
DB00296	P10635	DB00296	CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
DB01226	P20309	DB01226	COC1=CC(C[C@@H]2C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]2(C)CCC3=CC(OC)=C(OC)C=C3[C@H]2CC2=CC(OC)=C(OC)C(OC)=C2)=CC(OC)=C1OC
DB03541	P16083	DB03541	[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)N(CC#C)CC1=CC=C2NC(N)=NC(=O)C2=C1)C(O)=O
DB05316	P14416	DB05316	CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1
DB06940	Q16539	DB06940	CCNC(=O)C1=CN2N=CN=C(NC3=CC(=CC=C3C)C(=O)NOC)C2=C1C
DB07854	P61925	DB07854	CNCC1=CC=C(C=C1)C1=NC=NC2=C1N=CN2
DB00540	P23219	DB00540	NaN
DB00033	P38484	DB00033	NaN
DB00054	P12314	DB00054	NaN
DB04315	P68104	DB04315	NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]2O)C(=O)N1
DB01105	P23975	DB01105	NaN
DB00917	P05177	DB00917	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
DB00842	P20815	DB00842	OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
DB01200	P28223	DB01200	[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C
DB00714	P28221	DB00714	[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23
DB02210	P01112	DB02210	OCCCCCCO
DB08901	P10721	DB08901	CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1
DB00157	P03886	DB00157	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
DB01409	P08684	DB01409	C[N+]1(C)[C@H]2CC(C[C@@H]1[C@@H]1O[C@H]21)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1
DB00420	P05177	DB00420	NaN
DB00184	P11511	DB00184	NaN
DB08238	P05230	DB08238	NC1=CC=CC2=CC(=CC=C12)S(O)(=O)=O
DB00594	P19634	DB00594	NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1
DB00285	P11712	DB00285	COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1
DB09559	P00533	DB09559	NaN
DB00940	P11229	DB00940	CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12
DB01295	P08588	DB01295	COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB00973	P35610	DB00973	O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1
DB00126	Q6NS38	DB00126	[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
DB06802	P35354	DB06802	NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N
DB01219	P08684	DB01219	[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)C=NN1CC(=O)NC1=O
DB00747	P11229	DB00747	CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
DB00915	Q8TCU5	DB00915	NaN
DB08896	Q16832	DB08896	CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1
DB05806	P11387	DB05806	CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C(CC[Si](C)(C)C)C4=CC=CC=C4N=C13)C2=O
DB03881	P00491	DB03881	CSC[C@@H]1[NH2+][C@H]([C@H](O)[C@H]1O)c1cnc2c1N=CNC2=O
DB01238	P18089	DB01238	ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl
DB00439	P10632	DB00439	COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C
DB09078	P35968	DB09078	COC1=C(C=C2C(OC3=CC(Cl)=C(NC(O)=NC4CC4)C=C3)=CC=NC2=C1)C(O)=N
DB04636	Q16769	DB04636	CC(C)(C)OC(=O)[C@@H](N)CCC(N)=O
DB00586	P33261	DB00586	OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
DB00149	O15382	DB00149	CC(C)C[C@H](N)C(O)=O
DB00836	P20813	DB00836	CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1
DB08295	P04211	DB08295	OC1=C(C=C(CC(=O)NCCCCCC([O-])=O)C=C1)[N+]([O-])=O
DB04683	Q13285	DB04683	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO[P@](O)(=O)OC[C@H](O)CO)OC(=O)CCCCCCC\C=C/CCCCCC
DB04315	Q9Y689	DB04315	NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]2O)C(=O)N1
DB07795	Q00534	DB07795	OC1=CC2=C(C=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
DB00172	Q8IVL6	DB00172	OC(=O)[C@@H]1CCCN1
DB06835	P15086	DB06835	[H][C@@](C[P@@](O)(=O)[C@@]([H])(NS(=O)(=O)CCC1=CC=CC=C1)C(C)C)(C(O)=O)C1=CC=CC(CN)=C1
DB07351	P15085	DB07351	[H][C@@](C)(NC(=O)OCC1=CC=CC=C1)C(=O)NC[P@](O)(=O)O[C@@]([H])(CC1=CC=CC=C1)C(O)=O
DB00237	P34903	DB00237	NaN
DB00628	O14764	DB00628	OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
DB01336	Q15822	DB01336	[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3
DB09051	P34059	DB09051	NaN
DB00207	P11509	DB00207	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
DB00701	P20813	DB00701	CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1
DB01303	P05177	DB01303	C[N+](C)(C)CCO.CN1C2=C([N-]C=N2)C(=O)N(C)C1=O
DB03721	P05451	DB03721	CC(=O)N[C@H]1[C@H](O)C[C@](O)(O[C@@H]1[C@@H](O)[C@@H](O)CO)C(O)=O
DB06605	P51589	DB06605	COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O
DB07066	P11217	DB07066	[H][C@]1(CC2=C(NC1=O)C=CC=C2)NC(=O)C1=CC2=C(N1)SC(Cl)=C2
DB01110	Q12809	DB01110	NaN
DB00114	O15382	DB00114	CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
DB00875	P28223	DB00875	[H]C(CCN1CCN(CCO)CC1)=C1C2C=C(C=CC2SC2=C1C=CC=C2)C(F)(F)F
DB06982	P63208	DB06982	NaN
DB00312	P48169	DB00312	NaN
DB00448	P10632	DB00448	CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1
DB04919	P02671	DB04919	NaN
DB00801	O14764	DB00801	FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
DB04522	Q04759	DB04522	N[C@@H](COP(O)(O)=O)C(O)=O
DB08870	P08684	DB08870	NaN
DB00588	P20815	DB00588	[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
DB00784	P35354	DB00784	CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1
DB07889	P24941	DB07889	[H][C@@](O)(COC1=CC=C(NC2=NC(=CC=N2)C2=C(C)N=C3C=CC=CN23)C=C1)CN(C)C
DB05142	O00408	DB05142	NaN
DB06927	Q92731	DB06927	OC1=CC=C(C=C1)C1=CC2=C(O1)C(CC#N)=CC(O)=C2
DB00363	P04798	DB00363	CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12
DB00421	Q6TME4	DB00421	[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O
DB00590	Q9H252	DB00590	COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1
DB00716	P21462	DB00716	CCCC1=C2N(CC)C(=CC(=O)C2=CC2=C1OC(=CC2=O)C(O)=O)C(O)=O
DB00129	O43246	DB00129	NCCC[C@H](N)C(O)=O
DB01436	P11473	DB01436	CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C
DB03861	P07686	DB03861	CC(=O)N[C@@H]1NC[C@@H](CO)[C@H](O)[C@H]1O
DB04703	Q96GD4	DB04703	NaN
DB05482	P11387	DB05482	CCC1=C2C=C(O)C=CC2=NC2=C1CN1C2=CC2=C(COC(=O)[C@]2(O)CC)C1=O
DB08395	Q16539	DB08395	CCOCN1OC(=O)C(=C1C1=CC=NC(OC2=CC=CC=C2O)=N1)C1=CC=C(F)C=C1
DB00270	Q01668	DB00270	NaN
DB00786	Q9NRE1	DB00786	CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C
DB00934	P18825	DB00934	NaN
DB06976	P24941	DB06976	[H][C@]1(CCCN1)C1=CC(NC(=O)NC2=CC=CC3=C2[C@]2([H])CCCN2C3=O)=NN1
DB00248	P35462	DB00248	[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC
DB08896	P11362	DB08896	CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1
DB00145	Q8WU03	DB00145	NCC(O)=O
DB06932	O15530	DB06932	NaN
DB00043	P12319	DB00043	NaN
DB01580	P08588	DB01580	CC(C)NCC(O)COC1=CC=CC=C1OCC=C
DB00514	P05181	DB00514	NaN
DB00246	P21917	DB00246	ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
DB00777	P21917	DB00777	CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1
DB08202	P00918	DB08202	CN1CCN(CC1)NC(=S)NC1=CC=C(C=C1)S(N)(=O)=O
DB00850	P33260	DB00850	OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
DB01437	P31644	DB01437	CCC1(CCC(=O)NC1=O)C1=CC=CC=C1
DB00667	Q9Y5N1	DB00667	NaN
DB01107	P48169	DB01107	CCC1(CC)C(=O)NCC(C)C1=O
DB05291	P05177	DB05291	NaN
DB01001	P07550	DB01001	CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1
DB02354	P07477	DB02354	CN1C(CNC2=CC=C(C=C2)C(N)=N)=NC2=C1C=CC(CN1C(C)=NC3=C1C=CC=C3)=C2
DB01055	P34896	DB01055	N[C@@H](CN1C=CC(=O)C(O)=C1)C(O)=O
DB02027	P29475	DB02027	NCCNC[C@@H](N)CCCNC(=N)N[N+]([O-])=O
DB02396	P02144	DB02396	NaN
DB05161	P05164	DB05161	NaN
DB00370	P41595	DB00370	NaN
DB01026	P20815	DB01026	NaN
DB06774	P08684	DB06774	COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1
DB02884	P08048	DB02884	N[C@@H](CC1CCCCC1)C(O)=O
DB01248	P20815	DB01248	[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
DB00751	P10635	DB00751	NaN
DB01400	P22303	DB01400	NaN
DB00745	Q01959	DB00745	NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
DB02932	P10275	DB02932	C[C@](O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F
DB04140	P08254	DB04140	[H][C@@]1(CC(=O)N(CC2=CC=CC=C2)CN1S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)NO
DB00952	P28221	DB00952	CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1
DB05797	P12319	DB05797	NaN
DB04419	P00439	DB04419	CCCC[C@@H](N)C(O)=O
DB00675	Q16678	DB00675	NaN
DB00924	P28223	DB00924	NaN
DB01588	P28472	DB01588	NaN
DB08304	P42262	DB08304	[H][C@@]1(CC2=C(C=C(C=C2)S(=O)(=O)N2CCN(C)CC2)S(=O)(=O)N1)C1CCCC1
DB08515	O14818	DB08515	[H][C@](O)([C@@]1([H])CCCC=C1)[C@]1(NC(=O)[C@]2([H])CCO[C@]12C)C=O
DB00019	Q99062	DB00019	NaN
DB02197	P24941	DB02197	NS(=O)(=O)C1=CC=C(NC2=NC(=CC=N2)C2=CN=C3C=CC=CN23)C=C1
DB03628	P12931	DB03628	CCC1=CC=C(NC(=O)P(O)(O)=O)C=C1
DB02081	P07477	DB02081	NaN
DB04929	P20292	DB04929	NaN
DB00313	Q9UKV0	DB00313	NaN
DB05383	P35625	DB05383	NaN
DB00054	P02746	DB00054	NaN
DB00436	Q12791	DB00436	NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F
DB00182	Q01959	DB00182	NaN
DB00064	P02760	DB00064	NaN
DB00237	Q13002	DB00237	NaN
DB00470	P21554	DB00470	[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1
DB00246	P35348	DB00246	ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
DB01267	P35367	DB01267	CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1
DB00257	P11509	DB00257	NaN
DB00898	Q99808	DB00898	CCO
DB01129	P11712	DB01129	COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1
DB03256	O95954	DB03256	NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(O)=O)C(O)=O)N2C=O)N1
DB01218	P10632	DB01218	CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F
DB01594	P28472	DB01594	OC1N=C(C2=CC=CC=C2F)C2=C(C=CC(Cl)=C2)N(CCC#N)C1=O
DB01700	P31939	DB01700	NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O
DB02659	P00414	DB02659	[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C
DB03434	P22749	DB03434	OS(=O)(=O)CCCN1CCOCC1
DB00575	P35368	DB00575	NaN
DB01355	Q16445	DB01355	NaN
DB00013	P00747	DB00013	NaN
DB04664	P20813	DB04664	OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OCCCCCC3CCCCC3)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
DB00750	Q14524	DB00750	CCCNC(C)C(=O)NC1=CC=CC=C1C
DB00912	Q09428	DB00912	CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O
DB00988	P05177	DB00988	NCCC1=CC(O)=C(O)C=C1
DB00818	P04798	DB00818	CC(C)C1=CC=CC(C(C)C)=C1O
DB06774	P05181	DB06774	COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1
DB01579	P35368	DB01579	NaN
DB04464	P13073	DB04464	[H][C@@](CCSC)(NC=O)C(O)=O
DB00696	P21918	DB00696	[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O
DB08531	P24941	DB08531	NaN
DB00157	P05091	DB00157	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
DB01962	P12931	DB01962	N[C@@H](CC1=CC=C(OP(O)(O)=O)C=C1)C(O)=O
DB00549	P10632	DB00549	COC1=C(CC2=CN(C)C3=C2C=C(NC(=O)OC2CCCC2)C=C3)C=CC(=C1)C(=O)NS(=O)(=O)C1=CC=CC=C1C
DB00783	P22309	DB00783	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
DB01221	P10632	DB01221	CNC1(CCCCC1=O)C1=CC=CC=C1Cl
DB04527	O00187	DB04527	N[C@@H]([C@H](O)C(N)=O)C(O)=O
DB03010	Q9H4B7	DB03010	C[C@H]1CCC[C@]2(C)O[C@H]2C[C@H](OC(=O)C[C@@H](O)C(C)(C)C(=O)[C@@H](C)[C@@H]1O)C(\C)=C\C1=CSC(C)=N1
DB00227	P22309	DB00227	[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC
DB00121	O00763	DB00121	[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2
DB00842	P47869	DB00842	OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
DB06726	P10635	DB06726	CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C
DB00667	Q9H3N8	DB00667	NaN
DB09049	P08684	DB09049	COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC=C)[C@H]1O5
DB00259	P11712	DB00259	NC1=CC=C(C=C1)S(N)(=O)=O
DB00184	P17787	DB00184	NaN
DB00048	P02461	DB00048	NaN
DB00020	P15509	DB00020	NaN
DB03326	P07998	DB03326	NC1=NC2=C(N=CN2[C@H]2C[C@@H](O)[C@H](CO[P@@](O)(=O)O[C@@H]3C[C@@H](O[C@H]3CO)N3C=CC(N)=NC3=O)O2)C(=O)N1
DB05338	P03372	DB05338	NaN
DB07936	P24941	DB07936	[H][C@@]1(CCN(C1)C(=O)C1=CC=C(NC2=NC(C3=CN=C(C)N3C(C)C)=C(F)C=N2)C=C1)N(C)C
DB05047	P42261	DB05047	NaN
DB00349	P33260	DB00349	CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O
DB00690	P48169	DB00690	NaN
DB02034	Q16706	DB02034	O[C@@H]1CN2CCC[C@H](O)[C@H]2[C@@H]1O
DB01221	P20309	DB01221	CNC1(CCCCC1=O)C1=CC=CC=C1Cl
DB07383	P17538	DB07383	[H][C@@](CC1=CC=CC=C1)(NC(C)=O)C(O)(O)C(F)(F)F
DB01008	P09488	DB01008	NaN
DB01070	P11473	DB01070	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C
DB00858	P10275	DB00858	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)[C@H](C)C[C@]12C
DB04396	O14594	DB04396	OC[C@H]1O[C@@H](S[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
DB05752	P08172	DB05752	NaN
DB01142	Q12809	DB01142	NaN
DB00755	P48443	DB00755	NaN
DB07248	Q05397	DB07248	COC1=CC(NC2=NC=C3C=CN(C3=N2)C2=CC=CC=N2)=CC(OC)=C1OC
DB00624	P33261	DB00624	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB00540	Q99720	DB00540	NaN
DB00273	P48169	DB00273	[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2
DB00407	P01008	DB00407	NaN
DB00162	Q96NR8	DB00162	C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C
